年度/Year,月份/Month,發電站名稱/Name of The Power Station,裝置容量(瓩)/Installed Capacity(kW),發電量(度)/Power Generation(kWh),平均單位裝置容量每日發電量/Average of Each Unit Power Generatioon Per Day,closest_station,溫度_平均,溫度_最高,溫度_最低,累積雨量,降雨日數,最大十分鐘風,最大十分鐘風向,最大瞬間風,最大瞬間風向,相對濕度_平均,相對濕度_最低,氣壓_平均,日照時數
2021,12,鳳山水庫太陽光電發電站/Fengshan Reservoir Solar Power Station,1999.58,193141.0,3.12,高雄,21.2,28.1,15.2,1.0,2.0,5.7,160.0,10.4,360.0,71.0,42.0,1017.9,184.8
2021,12,東興淨水場太陽光電發電站/Dongxing Water Treatment Plant Solar Power Station,737.28,62552.0,2.74,新竹,17.9,26.5,11.9,54.5,5.0,6.9,30.0,19.2,50.0,75.0,39.0,1017.6,144.1
2021,12,平鎮淨水場太陽光電發電站/Pingzhen Water Treatment Plant Solar Power Station,1167.36,93446.0,2.58,新屋,17.6,25.4,11.2,84.0,10.0,14.4,50.0,25.9,40.0,79.0,41.0,1019.0,119.1
2021,12,大湳淨水場太陽光電發電站/Danan Water Treatment Plant Solar Power Station,860.16,63619.0,2.39,臺北,18.3,27.2,12.3,54.0,9.0,5.9,100.0,14.5,30.0,77.0,39.0,1018.5,83.0
2021,12,龜山第三加壓站太陽光電發電站/Guishan No.3 Pumping Station Solar Power Station,307.2,20535.0,2.16,臺北,18.3,27.2,12.3,54.0,9.0,5.9,100.0,14.5,30.0,77.0,39.0,1018.5,83.0
2021,12,"淡水3.5萬噸配水池太陽光電發電站/Danshui Distribution Reservoir(35,000 tons) Solar Power Station",307.2,17346.0,1.82,淡水,17.3,26.9,10.5,101.5,14.0,5.5,20.0,13.9,130.0,82.0,41.0,1019.9,80.5
2021,12,龍潭淨水場太陽光電發電站/Longtan Water Treatment Plant Solar Power Station,368.64,31472.0,2.75,新竹,17.9,26.5,11.9,54.5,5.0,6.9,30.0,19.2,50.0,75.0,39.0,1017.6,144.1
2021,12,澎湖尖山小再太陽光電發電站/Penghu jianshan Small Scale Renewable Energy Solar Power Station,745.2,35500.0,2.07,澎湖,19.2,25.1,15.0,13.5,2.0,10.9,20.0,24.7,40.0,76.0,43.0,1019.0,106.2
2022,1,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,33239.0,1.65,新屋,16.5,22.2,11.4,85.0,14.0,13.3,40.0,21.6,40.0,84.0,51.0,1016.9,70.8
2022,1,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,1804.0,1.45,新屋,16.5,22.2,11.4,85.0,14.0,13.3,40.0,21.6,40.0,84.0,51.0,1016.9,70.8
2022,1,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,6442.0,2.26,臺中,17.9,27.6,10.0,30.0,7.0,5.8,20.0,14.1,20.0,78.0,33.0,1007.8,164.4
2022,1,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,6702.0,1.87,臺中,17.9,27.6,10.0,30.0,7.0,5.8,20.0,14.1,20.0,78.0,33.0,1007.8,164.4
2022,1,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,2719.0,2.09,臺中,17.9,27.6,10.0,30.0,7.0,5.8,20.0,14.1,20.0,78.0,33.0,1007.8,164.4
2022,1,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,174051.0,2.64,臺中,17.9,27.6,10.0,30.0,7.0,5.8,20.0,14.1,20.0,78.0,33.0,1007.8,164.4
2022,1,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,533589.0,2.65,臺中,17.9,27.6,10.0,30.0,7.0,5.8,20.0,14.1,20.0,78.0,33.0,1007.8,164.4
2022,1,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,8401.0,2.97,臺中,17.9,27.6,10.0,30.0,7.0,5.8,20.0,14.1,20.0,78.0,33.0,1007.8,164.4
2022,1,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,1381.0,0.74,嘉義,17.7,27.4,9.1,33.5,6.0,7.9,10.0,15.6,10.0,84.0,33.0,1014.3,148.5
2022,1,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,424986.0,2.96,高雄,19.1,27.0,12.0,33.0,2.0,3.8,270.0,10.4,290.0,87.0,51.0,1013.7,30.3
2022,1,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,162648.0,3.22,臺南,18.5,26.7,11.1,40.5,5.0,9.4,10.0,18.2,10.0,79.0,33.0,1014.7,173.1
2022,1,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,4767.0,2.56,高雄,19.1,27.0,12.0,33.0,2.0,3.8,270.0,10.4,290.0,87.0,51.0,1013.7,30.3
2022,1,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,110472.0,2.44,恆春,21.3,26.7,14.4,173.0,8.0,10.0,40.0,22.5,140.0,77.0,48.0,1013.9,120.9
2022,1,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,4245.0,1.94,澎湖,18.0,22.1,13.8,24.5,6.0,8.6,10.0,19.6,10.0,81.0,59.0,1017.3,82.4
2022,1,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,354.28,20459.0,1.81,東吉島,19.0,22.6,14.8,26.5,8.0,18.8,10.0,26.6,30.0,79.0,56.0,1012.8,95.6
2022,1,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,44041.0,2.69,金門,14.8,23.4,8.3,47.5,4.0,8.6,70.0,17.0,20.0,74.0,38.0,1017.4,145.2
2022,1,龍潭E/S太陽光電發電站/Longtan E/S Solar Power Station,162.0,12266.0,2.44,新屋,16.5,22.2,11.4,85.0,14.0,13.3,40.0,21.6,40.0,84.0,51.0,1016.9,70.8
2022,1,竹工E/S太陽光電發電站/Zhugong E/S Solar Power Station,228.0,15172.0,2.15,新竹,16.9,24.2,11.5,72.0,11.0,6.5,30.0,14.7,50.0,81.0,49.0,1015.6,91.2
2022,1,中科E/S太陽光電發電站/Zhongke E/S Solar Power Station,198.0,17866.0,2.91,臺中,17.9,27.6,10.0,30.0,7.0,5.8,20.0,14.1,20.0,78.0,33.0,1007.8,164.4
2022,1,彰林E/S太陽光電發電站/Changlin E/S Solar Power Station,258.0,25066.0,3.13,田中,17.3,27.3,8.5,30.0,9.0,7.4,10.0,13.9,340.0,84.0,33.0,1012.6,155.6
2022,1,台南七股太陽光電發電站/Tainan Qigu Solar Power Station,1799.5,202895.0,3.64,永康,18.5,26.9,10.8,44.5,5.0,9.5,360.0,16.5,10.0,81.0,34.0,1016.4,170.0
2022,1,高雄E/S太陽光電發電站/Kaohsiung E/S Solar Power Station,379.96,35808.0,3.04,高雄,19.1,27.0,12.0,33.0,2.0,3.8,270.0,10.4,290.0,87.0,51.0,1013.7,30.3
2022,1,燕巢倉庫太陽光電發電站/Yanchao Warehouse Solar Power Station,497.96,49745.0,3.22,高雄,19.1,27.0,12.0,33.0,2.0,3.8,270.0,10.4,290.0,87.0,51.0,1013.7,30.3
2022,1,大潭電廠GIS廠房太陽光電發電站/Datang Power Plant GIS Solar Power Station,710.04,41768.0,1.9,新屋,16.5,22.2,11.4,85.0,14.0,13.3,40.0,21.6,40.0,84.0,51.0,1016.9,70.8
2022,1,北部儲運中心太陽光電發電站/Northern Storage and Transportation Center Solar Power Station,907.68,52011.0,1.85,新屋,16.5,22.2,11.4,85.0,14.0,13.3,40.0,21.6,40.0,84.0,51.0,1016.9,70.8
2022,1,彰化彰濱太陽光電發電站/Changhua Changbin Solar Power Station,99999.1,9348095.0,3.02,臺中,17.9,27.6,10.0,30.0,7.0,5.8,20.0,14.1,20.0,78.0,33.0,1007.8,164.4
2022,1,南投大彎太陽光電發電站/Nantou Dawan Solar Power Station,999.6,77307.0,2.49,日月潭,14.9,24.0,9.2,46.0,11.0,5.6,160.0,9.9,230.0,83.0,37.0,904.5,140.7
2022,1,金門鵲山太陽光電發電站/Kinmen Queshan Solar Power Station,47.7,3978.0,2.69,金門,14.8,23.4,8.3,47.5,4.0,8.6,70.0,17.0,20.0,74.0,38.0,1017.4,145.2
2022,1,金門塔山太陽光電發電站/Kinmen Tashan Solar Power Station,216.0,20128.0,3.01,金門,14.8,23.4,8.3,47.5,4.0,8.6,70.0,17.0,20.0,74.0,38.0,1017.4,145.2
2022,1,馬祖珠山太陽光電發電站/Mazu Zhushan Solar Power Station,74.4,3253.0,1.41,馬祖,11.0,17.6,5.8,37.5,6.0,8.8,20.0,17.9,20.0,85.0,49.0,1011.7,59.5
2022,1,蘭嶼電廠太陽光電發電站/Lanyu Power Plant Solar Power Station,28.8,1406.0,1.57,蘭嶼,19.0,23.6,14.6,490.0,25.0,24.5,30.0,32.7,40.0,92.0,56.0,979.6,41.1
2022,1,蘭嶼貯存場太陽光電發電站/Lanyu Storage Unit Solar Power Station,32.4,2178.0,2.17,蘭嶼,19.0,23.6,14.6,490.0,25.0,24.5,30.0,32.7,40.0,92.0,56.0,979.6,41.1
2022,1,高雄保寧太陽光電發電站/Kaohsiung Baoning Solar Power Station,709.13,58162.0,2.65,高雄,19.1,27.0,12.0,33.0,2.0,3.8,270.0,10.4,290.0,87.0,51.0,1013.7,30.3
2022,1,台南鹽田太陽光電發電站/Tainan salt field Solar Power Station,149999.08,16198570.0,3.48,永康,18.5,26.9,10.8,44.5,5.0,9.5,360.0,16.5,10.0,81.0,34.0,1016.4,170.0
2022,1,台中電廠建物太陽光電發電站/Taichung Power Plant Building Solar Power Station,1095.54,736.0,0.02,臺中,17.9,27.6,10.0,30.0,7.0,5.8,20.0,14.1,20.0,78.0,33.0,1007.8,164.4
2022,1,台中電廠GIS廠房太陽光電發電站/Taichung Power Plant GIS Solar Power Station,245.52,18961.0,2.49,臺中,17.9,27.6,10.0,30.0,7.0,5.8,20.0,14.1,20.0,78.0,33.0,1007.8,164.4
2022,1,高雄E/S停車棚太陽光電發電站/Kaohsiung E/S Parking Shed Solar Power Station,327.36,27852.0,2.74,高雄,19.1,27.0,12.0,33.0,2.0,3.8,270.0,10.4,290.0,87.0,51.0,1013.7,30.3
2022,1,鳳山水庫太陽光電發電站/Fengshan Reservoir Solar Power Station,1999.58,191874.0,3.1,高雄,19.1,27.0,12.0,33.0,2.0,3.8,270.0,10.4,290.0,87.0,51.0,1013.7,30.3
2022,1,東興淨水場太陽光電發電站/Dongxing Water Treatment Plant Solar Power Station,737.28,51989.0,2.27,新竹,16.9,24.2,11.5,72.0,11.0,6.5,30.0,14.7,50.0,81.0,49.0,1015.6,91.2
2022,1,平鎮淨水場太陽光電發電站/Pingzhen Water Treatment Plant Solar Power Station,1167.36,73568.0,2.03,新屋,16.5,22.2,11.4,85.0,14.0,13.3,40.0,21.6,40.0,84.0,51.0,1016.9,70.8
2022,1,大湳淨水場太陽光電發電站/Danan Water Treatment Plant Solar Power Station,860.16,52812.0,1.98,臺北,17.2,25.8,12.0,122.0,13.0,5.9,90.0,16.1,70.0,83.0,51.0,1016.4,47.1
2022,1,龜山第三加壓站太陽光電發電站/Guishan No.3 Pumping Station Solar Power Station,307.2,17383.0,1.83,臺北,17.2,25.8,12.0,122.0,13.0,5.9,90.0,16.1,70.0,83.0,51.0,1016.4,47.1
2022,1,"淡水3.5萬噸配水池太陽光電發電站/Danshui Distribution Reservoir(35,000 tons) Solar Power Station",307.2,17253.0,1.81,淡水,16.5,26.4,10.7,97.0,11.0,5.7,30.0,16.4,120.0,85.0,48.0,1017.7,49.6
2022,1,龍潭淨水場太陽光電發電站/Longtan Water Treatment Plant Solar Power Station,368.64,26395.0,2.31,新竹,16.9,24.2,11.5,72.0,11.0,6.5,30.0,14.7,50.0,81.0,49.0,1015.6,91.2
2022,1,澎湖尖山小再太陽光電發電站/Penghu jianshan Small Scale Renewable Energy Solar Power Station,745.2,50078.0,2.17,澎湖,18.0,22.1,13.8,24.5,6.0,8.6,10.0,19.6,10.0,81.0,59.0,1017.3,82.4
2022,2,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,22697.0,1.24,新屋,15.3,22.4,9.3,257.0,17.0,14.2,50.0,25.6,50.0,88.0,52.0,1017.5,31.7
2022,2,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,1317.0,1.17,新屋,15.3,22.4,9.3,257.0,17.0,14.2,50.0,25.6,50.0,88.0,52.0,1017.5,31.7
2022,2,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,5549.0,2.16,臺中,16.8,27.8,10.2,122.5,13.0,5.2,10.0,12.9,10.0,81.0,38.0,1008.2,129.6
2022,2,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,5842.0,1.8,臺中,16.8,27.8,10.2,122.5,13.0,5.2,10.0,12.9,10.0,81.0,38.0,1008.2,129.6
2022,2,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,2324.0,1.98,臺中,16.8,27.8,10.2,122.5,13.0,5.2,10.0,12.9,10.0,81.0,38.0,1008.2,129.6
2022,2,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,124616.0,2.1,臺中,16.8,27.8,10.2,122.5,13.0,5.2,10.0,12.9,10.0,81.0,38.0,1008.2,129.6
2022,2,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,401651.0,2.21,臺中,16.8,27.8,10.2,122.5,13.0,5.2,10.0,12.9,10.0,81.0,38.0,1008.2,129.6
2022,2,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,7131.0,2.79,臺中,16.8,27.8,10.2,122.5,13.0,5.2,10.0,12.9,10.0,81.0,38.0,1008.2,129.6
2022,2,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,1318.0,0.78,嘉義,16.8,28.1,10.1,110.5,9.0,7.2,20.0,13.1,10.0,88.0,44.0,1014.6,108.4
2022,2,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,356639.0,2.75,高雄,18.0,29.0,10.8,33.5,8.0,4.7,260.0,10.2,320.0,84.0,43.0,1016.0,110.9
2022,2,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,155041.0,3.4,臺南,17.4,28.3,10.2,51.0,7.0,9.4,10.0,17.9,10.0,84.0,39.0,1015.0,131.8
2022,2,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,4469.0,2.66,高雄,18.0,29.0,10.8,33.5,8.0,4.7,260.0,10.2,320.0,84.0,43.0,1016.0,110.9
2022,2,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,117521.0,2.88,恆春,21.3,27.4,15.7,17.0,5.0,13.5,40.0,30.3,40.0,74.0,52.0,1014.0,143.5
2022,2,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,3515.0,1.78,澎湖,14.9,22.8,9.5,85.0,11.0,11.0,20.0,24.8,350.0,89.0,70.0,1017.9,39.4
2022,2,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,354.28,14202.0,1.4,東吉島,16.3,22.1,10.8,84.5,5.0,24.3,40.0,32.8,30.0,88.0,71.0,1013.2,51.5
2022,2,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,37731.0,2.55,金門,12.4,24.4,4.1,179.5,13.0,9.0,60.0,19.5,60.0,83.0,44.0,1018.1,91.6
2022,2,龍潭E/S太陽光電發電站/Longtan E/S Solar Power Station,162.0,9034.0,1.99,新屋,15.3,22.4,9.3,257.0,17.0,14.2,50.0,25.6,50.0,88.0,52.0,1017.5,31.7
2022,2,竹工E/S太陽光電發電站/Zhugong E/S Solar Power Station,228.0,10468.0,1.64,新竹,15.7,24.7,9.7,213.0,14.0,6.7,30.0,17.8,360.0,86.0,49.0,1016.2,41.3
2022,2,中科E/S太陽光電發電站/Zhongke E/S Solar Power Station,198.0,15450.0,2.79,臺中,16.8,27.8,10.2,122.5,13.0,5.2,10.0,12.9,10.0,81.0,38.0,1008.2,129.6
2022,2,彰林E/S太陽光電發電站/Changlin E/S Solar Power Station,258.0,21866.0,3.03,田中,16.5,27.6,9.9,106.0,11.0,6.1,350.0,11.8,350.0,87.0,37.0,1013.0,116.7
2022,2,台南七股太陽光電發電站/Tainan Qigu Solar Power Station,1799.5,181810.0,3.61,永康,17.4,28.6,10.3,78.5,8.0,9.0,10.0,18.7,20.0,85.0,36.0,1016.7,129.5
2022,2,高雄E/S太陽光電發電站/Kaohsiung E/S Solar Power Station,379.96,36006.0,3.38,高雄,18.0,29.0,10.8,33.5,8.0,4.7,260.0,10.2,320.0,84.0,43.0,1016.0,110.9
2022,2,燕巢倉庫太陽光電發電站/Yanchao Warehouse Solar Power Station,497.96,47520.0,3.41,高雄,18.0,29.0,10.8,33.5,8.0,4.7,260.0,10.2,320.0,84.0,43.0,1016.0,110.9
2022,2,大潭電廠GIS廠房太陽光電發電站/Datang Power Plant GIS Solar Power Station,710.04,31629.0,1.59,新屋,15.3,22.4,9.3,257.0,17.0,14.2,50.0,25.6,50.0,88.0,52.0,1017.5,31.7
2022,2,北部儲運中心太陽光電發電站/Northern Storage and Transportation Center Solar Power Station,907.68,38823.0,1.53,新屋,15.3,22.4,9.3,257.0,17.0,14.2,50.0,25.6,50.0,88.0,52.0,1017.5,31.7
2022,2,彰化彰濱太陽光電發電站/Changhua Changbin Solar Power Station,99999.1,7643560.0,2.73,臺中,16.8,27.8,10.2,122.5,13.0,5.2,10.0,12.9,10.0,81.0,38.0,1008.2,129.6
2022,2,南投大彎太陽光電發電站/Nantou Dawan Solar Power Station,999.6,69334.0,2.48,日月潭,14.5,24.0,9.2,132.0,13.0,4.6,200.0,7.6,180.0,87.0,41.0,904.4,116.8
2022,2,金門鵲山太陽光電發電站/Kinmen Queshan Solar Power Station,47.7,3587.0,2.69,金門,12.4,24.4,4.1,179.5,13.0,9.0,60.0,19.5,60.0,83.0,44.0,1018.1,91.6
2022,2,金門塔山太陽光電發電站/Kinmen Tashan Solar Power Station,216.0,17437.0,2.88,金門,12.4,24.4,4.1,179.5,13.0,9.0,60.0,19.5,60.0,83.0,44.0,1018.1,91.6
2022,2,馬祖珠山太陽光電發電站/Mazu Zhushan Solar Power Station,74.4,3142.0,1.51,馬祖,8.7,20.1,2.7,112.5,17.0,10.7,10.0,21.2,20.0,88.0,52.0,1012.7,43.4
2022,2,蘭嶼電廠太陽光電發電站/Lanyu Power Plant Solar Power Station,28.8,1869.0,2.32,蘭嶼,18.7,25.1,13.3,266.0,24.0,20.0,30.0,31.8,20.0,93.0,65.0,980.0,57.9
2022,2,蘭嶼貯存場太陽光電發電站/Lanyu Storage Unit Solar Power Station,32.4,2601.0,2.87,蘭嶼,18.7,25.1,13.3,266.0,24.0,20.0,30.0,31.8,20.0,93.0,65.0,980.0,57.9
2022,2,高雄保寧太陽光電發電站/Kaohsiung Baoning Solar Power Station,709.13,61344.0,3.09,高雄,18.0,29.0,10.8,33.5,8.0,4.7,260.0,10.2,320.0,84.0,43.0,1016.0,110.9
2022,2,台南鹽田太陽光電發電站/Tainan salt field Solar Power Station,149999.08,14601493.0,3.48,永康,17.4,28.6,10.3,78.5,8.0,9.0,10.0,18.7,20.0,85.0,36.0,1016.7,129.5
2022,2,台中電廠建物太陽光電發電站/Taichung Power Plant Building Solar Power Station,1095.54,31402.0,1.02,臺中,16.8,27.8,10.2,122.5,13.0,5.2,10.0,12.9,10.0,81.0,38.0,1008.2,129.6
2022,2,台中電廠GIS廠房太陽光電發電站/Taichung Power Plant GIS Solar Power Station,245.52,15571.0,2.27,臺中,16.8,27.8,10.2,122.5,13.0,5.2,10.0,12.9,10.0,81.0,38.0,1008.2,129.6
2022,2,高雄E/S停車棚太陽光電發電站/Kaohsiung E/S Parking Shed Solar Power Station,327.36,30612.0,3.34,高雄,18.0,29.0,10.8,33.5,8.0,4.7,260.0,10.2,320.0,84.0,43.0,1016.0,110.9
2022,2,鳳山水庫太陽光電發電站/Fengshan Reservoir Solar Power Station,1999.58,195507.0,3.49,高雄,18.0,29.0,10.8,33.5,8.0,4.7,260.0,10.2,320.0,84.0,43.0,1016.0,110.9
2022,2,東興淨水場太陽光電發電站/Dongxing Water Treatment Plant Solar Power Station,737.28,35975.0,1.74,新竹,15.7,24.7,9.7,213.0,14.0,6.7,30.0,17.8,360.0,86.0,49.0,1016.2,41.3
2022,2,平鎮淨水場太陽光電發電站/Pingzhen Water Treatment Plant Solar Power Station,1167.36,52477.0,1.61,新屋,15.3,22.4,9.3,257.0,17.0,14.2,50.0,25.6,50.0,88.0,52.0,1017.5,31.7
2022,2,大湳淨水場太陽光電發電站/Danan Water Treatment Plant Solar Power Station,860.16,39398.0,1.64,臺北,16.4,27.8,10.3,252.0,21.0,7.2,320.0,14.9,340.0,86.0,39.0,1016.8,31.1
2022,2,龜山第三加壓站太陽光電發電站/Guishan No.3 Pumping Station Solar Power Station,307.2,13871.0,1.61,臺北,16.4,27.8,10.3,252.0,21.0,7.2,320.0,14.9,340.0,86.0,39.0,1016.8,31.1
2022,2,"淡水3.5萬噸配水池太陽光電發電站/Danshui Distribution Reservoir(35,000 tons) Solar Power Station",307.2,13922.0,1.62,淡水,15.6,23.8,9.1,292.0,17.0,5.7,340.0,13.8,320.0,89.0,47.0,1018.3,34.5
2022,2,龍潭淨水場太陽光電發電站/Longtan Water Treatment Plant Solar Power Station,368.64,20014.0,1.94,新竹,15.7,24.7,9.7,213.0,14.0,6.7,30.0,17.8,360.0,86.0,49.0,1016.2,41.3
2022,2,澎湖尖山小再太陽光電發電站/Penghu jianshan Small Scale Renewable Energy Solar Power Station,745.2,44302.0,2.12,澎湖,14.9,22.8,9.5,85.0,11.0,11.0,20.0,24.8,350.0,89.0,70.0,1017.9,39.4
2022,3,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,55341.0,2.74,新屋,19.2,27.5,11.1,155.5,10.0,13.4,50.0,21.0,30.0,87.0,49.0,1012.2,140.2
2022,3,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,3150.0,2.52,新屋,19.2,27.5,11.1,155.5,10.0,13.4,50.0,21.0,30.0,87.0,49.0,1012.2,140.2
2022,3,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,8310.0,2.92,臺中,21.5,30.7,10.2,149.0,11.0,5.0,30.0,14.5,20.0,76.0,31.0,1004.1,198.1
2022,3,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,8753.0,2.44,臺中,21.5,30.7,10.2,149.0,11.0,5.0,30.0,14.5,20.0,76.0,31.0,1004.1,198.1
2022,3,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,3035.0,2.34,臺中,21.5,30.7,10.2,149.0,11.0,5.0,30.0,14.5,20.0,76.0,31.0,1004.1,198.1
2022,3,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,202761.0,3.08,臺中,21.5,30.7,10.2,149.0,11.0,5.0,30.0,14.5,20.0,76.0,31.0,1004.1,198.1
2022,3,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,645274.0,3.21,臺中,21.5,30.7,10.2,149.0,11.0,5.0,30.0,14.5,20.0,76.0,31.0,1004.1,198.1
2022,3,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,10257.0,3.63,臺中,21.5,30.7,10.2,149.0,11.0,5.0,30.0,14.5,20.0,76.0,31.0,1004.1,198.1
2022,3,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,2027.0,1.09,嘉義,21.7,32.1,9.0,75.0,8.0,8.7,360.0,14.8,360.0,84.0,38.0,1010.5,195.1
2022,3,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,450895.0,3.14,高雄,23.1,32.1,10.3,23.5,3.0,6.8,160.0,15.7,160.0,79.0,33.0,1012.1,209.1
2022,3,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,196203.0,3.89,臺南,23.0,31.9,11.5,27.0,6.0,10.7,10.0,18.6,360.0,76.0,36.0,1011.0,205.9
2022,3,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,5629.0,3.02,高雄,23.1,32.1,10.3,23.5,3.0,6.8,160.0,15.7,160.0,79.0,33.0,1012.1,209.1
2022,3,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,146925.0,3.25,恆春,24.2,31.3,16.3,12.5,2.0,9.6,50.0,20.4,360.0,75.0,42.0,1010.8,183.7
2022,3,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,6572.0,3.0,澎湖,20.5,27.9,13.7,79.5,8.0,8.1,10.0,20.6,20.0,86.0,51.0,1013.1,159.8
2022,3,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,354.28,29452.0,2.61,東吉島,21.3,28.3,14.8,60.0,6.0,17.3,40.0,24.7,20.0,85.0,48.0,1009.2,175.5
2022,3,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,47625.0,2.91,金門,17.3,28.3,9.1,102.0,11.0,10.5,70.0,21.2,60.0,85.0,22.0,1012.3,170.4
2022,3,龍潭E/S太陽光電發電站/Longtan E/S Solar Power Station,162.0,15132.0,3.01,新屋,19.2,27.5,11.1,155.5,10.0,13.4,50.0,21.0,30.0,87.0,49.0,1012.2,140.2
2022,3,竹工E/S太陽光電發電站/Zhugong E/S Solar Power Station,228.0,23587.0,3.34,新竹,20.0,28.1,11.4,247.5,11.0,6.6,360.0,15.1,70.0,82.0,38.0,1011.1,143.0
2022,3,中科E/S太陽光電發電站/Zhongke E/S Solar Power Station,198.0,22394.0,3.65,臺中,21.5,30.7,10.2,149.0,11.0,5.0,30.0,14.5,20.0,76.0,31.0,1004.1,198.1
2022,3,彰林E/S太陽光電發電站/Changlin E/S Solar Power Station,258.0,30756.0,3.85,田中,21.4,30.4,8.8,112.0,10.0,7.3,360.0,14.5,340.0,82.0,33.0,1008.8,188.4
2022,3,台南七股太陽光電發電站/Tainan Qigu Solar Power Station,1799.5,245487.0,4.4,永康,22.8,32.3,11.3,35.0,5.0,12.3,360.0,22.6,130.0,78.0,36.0,1012.6,203.1
2022,3,高雄E/S太陽光電發電站/Kaohsiung E/S Solar Power Station,379.96,46857.0,3.98,高雄,23.1,32.1,10.3,23.5,3.0,6.8,160.0,15.7,160.0,79.0,33.0,1012.1,209.1
2022,3,燕巢倉庫太陽光電發電站/Yanchao Warehouse Solar Power Station,497.96,60833.0,3.94,高雄,23.1,32.1,10.3,23.5,3.0,6.8,160.0,15.7,160.0,79.0,33.0,1012.1,209.1
2022,3,大潭電廠GIS廠房太陽光電發電站/Datang Power Plant GIS Solar Power Station,710.04,56371.0,2.56,新屋,19.2,27.5,11.1,155.5,10.0,13.4,50.0,21.0,30.0,87.0,49.0,1012.2,140.2
2022,3,北部儲運中心太陽光電發電站/Northern Storage and Transportation Center Solar Power Station,907.68,51613.0,1.83,新屋,19.2,27.5,11.1,155.5,10.0,13.4,50.0,21.0,30.0,87.0,49.0,1012.2,140.2
2022,3,彰化彰濱太陽光電發電站/Changhua Changbin Solar Power Station,99999.1,11748635.0,3.79,臺中,21.5,30.7,10.2,149.0,11.0,5.0,30.0,14.5,20.0,76.0,31.0,1004.1,198.1
2022,3,南投大彎太陽光電發電站/Nantou Dawan Solar Power Station,999.6,113121.0,3.65,日月潭,18.2,28.0,6.3,126.0,9.0,3.9,280.0,8.7,280.0,83.0,25.0,902.4,167.8
